kategori,subkategori,tanggal,jam,latitude,longitude,tempat kejadian,nama kapal,bendera kapal,jenis kapal,berat kapal,IMO,Call Sign,MMSI,status kapal,nama perusahaan,nama pemilik,pelabuhan terakhir,pelabuhan tujuan,kapten kapal,kewarganegaraan,jumlah kru,pok/org afiliasi,modus operandi,sumber_klasifikasi_berita,isi_berita,pemeriksa,kapal penangkap
Imigran Ilegal,,15/06/2014,23:15,120.0275821,4.31314364,Laut Sulawesi,MV Amastra,Gabon,Speed Boat,175,IMO 17411,THZ1169,17921,Layar,PT. Ravera Angkasa Mandiri,Ratu Paola,Kalama,Tuhaha,Hans Adolf,French Southern & Antarctic Lands,,,,C,3,Polri,Kpl Ro-Ro
Imigran Ilegal,,12/07/2019,01:05,121.158056,3.55823202,Laut Sulawesi,"Edith Mærsk, container ship for Maersk Line",Uruguay,Kpl Militer,250,IMO 26684,ZUT9112,35337,Lego,Sendok Piring/Resto,Yon Koeswoyo,Papela,Pacitan,Onyekachi Apam,Cambodia,,,,A,1,Polri,Penumpang
Imigran Ilegal,,25/09/2014,09:45,118.6608577,-7.04059773,Laut Flores,SS Prospector,Ireland,Kpl Pengebor/Drillship,127,IMO 46742,PIA101815,22486,Lego,"PT. Regal Integra Makmur, Tbk",Araujo,Tanjung Selor Kayu / Kayan I,Labuhan,Petar Segrt,Seychelles,,,,F,3,Bea Cukai,Survey/Kpl Survei
Imigran Ilegal,,14/05/2019,08:30,107.57627,-5.24091,Laut Jawa,USS Sherman,Macedonia,Tug Boat/Kpl Tunda,115,IMO 17662,XZZ14115,22943,Layar,"PT. Wicaksana Overseas International, Tbk",Higgins,Wendesi,Kahakitang,Hillel Slovak,Australia,,,,D,1,Bakamla,Tanker
Imigran Ilegal,,27/02/2017,14:25,129.6369085,-5.9929574,Laut Banda,SS Tauric,Laos,Kpl Pengebor/Drillship,127,IMO 16724,EKT12318,67856,Layar,Bp.Karya Mandiri,Pllhuber,Panipahan,Meranti/Dorak,George Rudy,Antigua & Barbuda,,,,D,5,TNI,Kpl Kayu
Imigran Ilegal,,18/07/2017,02:20,120.6336163,2.66470189,Laut Sulawesi,MOL Enterprise,New Caledonia,Kargo/Barang,101,IMO 78137,SQQ4617,53912,Sandar,PD. Elang Jaya,Meryl Streep,Jailolo,Ternate,Schwann,Yemen,,,,A,2,Bakamla,Kpl Penyelamat/Lifeboat
Imigran Ilegal,,22/12/2017,10:15,138.2716003,2.1746151,Laut Halmahera,Shuttle tanker,Nigeria,Kpl Pengeruk/Dredger,188,IMO 78471,NJY51311,94914,Layar,PT. Indoguna Sarana Ekspress,Uschi,Tagulandang,Marunda,Sawajiri,Israel,,,,A,1,TNI AD,Tanker
Imigran Ilegal,,12/08/2019,05:30,126.2174805,-6.68419979,Laut Banda,"Emma Mærsk, container ship for Maersk Line",Sudan,Kpl Nelayan,228,IMO 84939,IOO2515,37569,Lego,CV. Graha Multi Sarana,Karama,Pangkal Balam,Kuala Mendahara,Oxlade-Chamberlain,Iraq,,,,A,5,Polri,Kpl Ro-Ro
Imigran Ilegal,,02/12/2014,12:15,116.6411101,-6.68323676,Laut Flores,Histria Azure,Liberia,Survey/Kpl Survei,204,IMO 26316,RQG12219,84512,Sandar,"Koperasi Pegawai PT. Indosat, Tbk",Mamiko,Kawaluso,Saukorem,Sabitzer,New Zealand,,,,D,6,Bakamla,Kpl Pesiar
Imigran Ilegal,,25/09/2018,01:05,107.66152,-3.77262,Laut Jawa,MV DenDen,Norway,Penumpang,215,IMO 92772,SGN5823,16761,Sandar,PT. Ekspresku Internasional Logistik,Benny Mustapha,Batu Atas,Teluk Tapang,Mohamed Kamel Amr,Denmark,,,,C,5,TNI AU,Speed Boat
Imigran Ilegal,,01/01/2014,05:30,130.5188359,-6.66166167,Laut Banda,SS Suevic,Kyrgyzstan,Kpl Derek/Crane,151,IMO 29697,CIV20257,42248,Layar,PT. Ben Sinergi Translogistik,Jan Ingwer Callsen,Ambon,Natal / Sikara-kara,Lata Mangeshkar,Estonia,,,,E,1,TNI AU,Kpl Penyelamat/Lifeboat
Imigran Ilegal,,23/08/2016,19:10,119.3953248,-7.6725673,Laut Flores,SS American Victory,Egypt,Kpl Nelayan,176,IMO 71932,WRW221625,92416,Sandar,King Garden,Schaeffer,Kempo,Moutong,Will Kemp,Serbia,,,,A,6,TNI AD,Kpl Militer
Imigran Ilegal,,10/04/2015,18:20,119.7609446,1.89188819,Laut Sulawesi,SS Ideal X,St. Pierre & Miquelon,Speed Boat,170,IMO 33517,LSR151025,21379,Sandar,PT. Rajawali Dirgantara Indonesia Express,Abdul Wahab Hasbullah,amahaii,Pontianak,Asep Kambali,Niger,,,,A,4,KKP,Supply Ship
Imigran Ilegal,,30/01/2019,03:35,117.7825664,-7.34234865,Laut Flores,MT Trochus,Cyprus,Kpl Kayu,228,IMO 42743,ZQG161319,39576,Layar,PT. Nafiri Fajar Kemilau,Aleksei Mishin,Sungai Lumpur,Sungai Guntung,Suleyman,Vietnam,,,,F,4,KKP,Supply Ship
Imigran Ilegal,,20/09/2019,06:10,118.0845563,-7.7269411,Laut Flores,USS Ascella (AK-137),Iraq,Kpl Ro-Ro,158,IMO 32665,UMS26422,66558,Sandar,PT. Jabeny Logistics,Francescoli,Tapaktuan,Waren,Diego Lugano,Macedonia,,,,E,3,TNI,Survey/Kpl Survei
Imigran Ilegal,,24/06/2019,14:30,122.5190048,2.18991515,Laut Sulawesi,USS Alkes (AK-110),St. Helena,Penumpang,111,IMO 66478,AGH152021,93536,Lego,PT. Kharisma Tekad Karya,Imanuel,Belinyu,Mesuji/Lampung,Ika Putri,Portugal,,,,A,1,Bea Cukai,Kpl Pesiar
Imigran Ilegal,,11/06/2019,02:55,124.0560429,3.0108707,Laut Sulawesi,MV Virginian (T-AK 9205),Zambia,Penumpang,178,IMO 47121,NHA1166,28346,Lego,PT. Artha Prima Global,Ferraz de Campos,Sukamara,Meulaboh,Roger Johnson,Eritrea,,,,D,3,TNI AU,Kpl Pemerintah
Imigran Ilegal,,16/07/2019,08:00,129.8370788,-4.57188505,Laut Banda,"Gudrun Mærsk, container ship for Maersk Line",Georgia,Kpl Ikan,180,IMO 81345,RDR211914,77313,Lego,PT. QQ World Express,Triani Benjamin,Kroing,Lampia,Jean Robert Argand,Panama,,,,E,1,Bea Cukai,Kpl Layar
Imigran Ilegal,,04/01/2016,22:50,138.0884733,1.9901873,Laut Halmahera,MV Monchegorsk,Martinique,Penumpang,100,IMO 59911,GVB14229,79692,Layar,PT. Metta Kreasindo,Springer White,Batu Enam,Palue,Patrcio,American Samoa,,,,A,1,TNI,Tug Boat/Kpl Tunda
Imigran Ilegal,,02/12/2019,14:40,121.5485598,3.44150628,Laut Sulawesi,SS Tropic ||,Kuwait,Supply Ship,138,IMO 11453,MKS3262,55621,Sandar,PT. Suryana Istana Pasundan,Unuakiotonga,Bula,Toboali,Hernndez Balczar,Turkmenistan,,,,D,3,Bakamla,Survey/Kpl Survei
Imigran Ilegal,,13/02/2017,21:30,117.0342247,-6.63397653,Laut Flores,"Maharshi Bhardwaj, LPG Tanker*Mesaimeer, LNG Tanker",Montenegro,Kargo/Barang,148,IMO 67258,VDH81416,19653,Sandar,PD. Cahaya Rohmat,Billie Worley,Saumlaki,Pare-Pare,Edward R. Murrow,Cocos Is.,,,,A,4,TNI AL,Kpl Pemerintah
Imigran Ilegal,,11/11/2018,12:15,107.15115,-4.48136,Laut Jawa,Hansa Carrier,Bulgaria,Kpl Nelayan,104,IMO 92751,ZDP19214,21332,Sandar,PT. Ahner Adhi Perkara,Alexandre Guimares,Menanga,Polewali,Slomka,Georgia,,,,E,6,Bea Cukai,Kpl Selam
Imigran Ilegal,,26/12/2019,07:05,126.3244334,-6.65082997,Laut Banda,SS Bessemer Victory,Palau,Kpl Layar,108,IMO 46542,YMT111211,18838,Layar,CV. Adhikarya Pratama,Ange-Flix,Lagundi,Tikong,Yetty Rizali Noor,United Kingdom,,,,F,1,TNI AL,Kpl Selam
Imigran Ilegal,,12/12/2014,11:20,120.9740857,4.2850161,Laut Sulawesi,SS Bessemer Victory,Equatorial Guinea,Tanker,134,IMO 83381,GEH182618,86725,Lego,Game Spot,Gavron,Branta,Pekanbaru,Benny Rianto,Tokelau,,,,C,5,KKP,Kpl Militer
Imigran Ilegal,,27/09/2017,16:15,106.84211,-4.38049,Laut Jawa,MV Virginian (T-AK 9205),United Arab Emirates,Kpl Pemadam Kebakaran/Fireboat,197,IMO 72782,AUG111413,63645,Layar,PT. Rush Cargo Nusantara,igo Lpez Montaa,Pigaraja,Moa,Johannes Geis,Jarvis I.,,,,D,4,TNI AD,Kpl Pemadam Kebakaran/Fireboat
Imigran Ilegal,,07/07/2015,08:50,107.74125,-3.85048,Laut Jawa,MT Trochus,Norway,Tanker,181,IMO 53347,ZSY1516,16996,Sandar,PT. Indonusa Putra Mandiri,Moshe Dayan,Mumugu,Sungsang,Mesto,Tuvalu,,,,B,1,KKP,Kpl Selam
Imigran Ilegal,,19/01/2019,02:00,123.7317774,3.7176156,Laut Sulawesi,USS Adhara (AK-71),Netherlands Antilles,Kpl Nelayan,102,IMO 72598,DWL81417,96631,Sandar,Toko Obat Bandung,Zauri,Banemo,Moutong,Gumilar Rusliwa,Georgia,,,,E,4,TNI AD,Supply Ship
Imigran Ilegal,,21/04/2018,16:50,107.62571,-3.67927,Laut Jawa,"Umm Laqhab, LPG Tanker",Nicaragua,Bulker/Kpl Pengangkut Barang Curah,210,IMO 26868,FKM473,83675,Lego,PT. Indonusa Putra Mandiri,Lasut,Bade,Serwaru,Sven Kums,Norfolk I.,,,,C,1,TNI AL,Speed Boat
Imigran Ilegal,,24/05/2017,17:00,109.39116,-5.51743,Laut Jawa,Olga Mærsk (1948),South Korea,Kpl Kayu,229,IMO 28651,XVM151725,65447,Layar,PT. Indoexpress Logistics,O'Dea,Luwuk,Pantoloan,Ephram,Germany,,,,E,3,KKP,Penumpang
Imigran Ilegal,,29/04/2015,09:20,110.55045,-4.96021,Laut Jawa,SS Fatima,Tajikistan,Kpl Peti Kemas/Container,236,IMO 19724,OJY111423,72671,Lego,Sinar Abadi Textil,Aubert,Melonguane,Sagea,Mitsuo Ogasawara,Zambia,,,,E,4,TNI AL,Tanker
Imigran Ilegal,,03/02/2015,13:25,120.555754,2.06346928,Laut Sulawesi,SS Fredericksburg,Chad,Kpl Penyelamat/Lifeboat,180,IMO 15398,PDE9917,75275,Lego,CV. Pascal Delta Prima,Slamet Rahardjo,Kadatua,Pangkalan Susu,Wendy Makkena,Northern Mariana Is.,,,,A,3,TNI AD,Kpl Nelayan
Imigran Ilegal,,05/03/2015,00:50,118.5787466,-7.71829765,Laut Flores,SS Mayaguez,Netherlands Antilles,Kpl Selam,233,IMO 71349,GSD3236,14635,Sandar,PT. Globalindo Dua Satu Ekspres,K. Hadimaja,Fogi,Pam,Herbert Hoover,Argentina,,,,F,2,Bakamla,Kpl Ro-Ro
Imigran Ilegal,,22/06/2014,05:50,109.07651,-4.69818,Laut Jawa,Thomas W. Lawson,Iran,Tongkang,137,IMO 58314,LLJ5267,45445,Layar,PT. Kum Sung Prima Sentosa,Sid Wilson,Keramaian,Bagan siapi-api,Faruk,El Salvador,,,,C,2,TNI,Kpl Ikan
Imigran Ilegal,,17/02/2014,11:20,128.0420647,-5.79978521,Laut Banda,"Gudrun Mærsk, container ship for Maersk Line",Lithuania,Tanker,111,IMO 38496,HDQ192419,77313,Layar,PT. Ravera Angkasa Mandiri,Miro Baldo Bento,Manu/Gamumu,Awerange/Barru,Aaron Krohn,Panama,,,,C,3,TNI AU,Kpl Derek/Crane
Imigran Ilegal,,30/06/2015,22:40,119.4628595,-7.49393189,Laut Flores,USS Alnitah (AK-127),St. Vincent & the Grenadines,Kpl Pengebor/Drillship,190,IMO 41652,IXP15626,44626,Lego,PT. Ravera Angkasa Mandiri,Ron Livingston,Belopa,Malakoni/P. Enggano,Jajang C. Noer,Guam,,,,A,2,KKP,Kpl Derek/Crane
Imigran Ilegal,,11/05/2016,22:00,108.75568,-5.59263,Laut Jawa,MV Ascension,Botswana,Kpl Pengebor/Drillship,193,IMO 26632,RHN211020,17787,Sandar,PT. Cakranusa Mining,Randhawa,Tanjung Laut,Kuala Tanjung,Joe Hahn,Burkina Faso,,,,E,2,TNI AL,Kpl Penyelamat/Lifeboat
Imigran Ilegal,,03/01/2017,11:00,121.7645146,3.43055879,Laut Sulawesi,MSC Carouge,Nauru,Bulker/Kpl Pengangkut Barang Curah,135,IMO 99315,UPC11025,81657,Layar,PT. Uni Logistik Indonesia,Joaqun,Ujung Jampea,Anyer Lor,Norman Haworth,Mozambique,,,,A,1,TNI AL,Kpl Peti Kemas/Container
Imigran Ilegal,,25/03/2018,16:15,137.4753467,2.1777608,Laut Halmahera,MV Jindal Kamakshi,Netherlands Antilles,Kpl Pemerintah,203,IMO 11235,UUO1213,25729,Sandar,PT. Ben Sinergi Translogistik,Anthony Wong,Cirebon,Dawera/Dawelor,Christian Trsch,Germany,,,,F,5,Bea Cukai,Kpl Derek/Crane
Imigran Ilegal,,30/08/2019,13:15,117.3168804,-7.46390463,Laut Flores,Osaka Express,Serbia,Kpl Pemadam Kebakaran/Fireboat,122,IMO 55999,OSH19127,66963,Lego,"Koperasi Pegawai PT. Indosat, Tbk",Diego Lpez,Karangantu,Paniti,Roekito,France,,,,C,2,TNI AL,Kpl Selam
Imigran Ilegal,,17/01/2017,00:05,117.5650124,-7.59454321,Laut Flores,SS Tropic,Greenland,Kpl Ikan,177,IMO 23624,UYT12319,43723,Sandar,PT. Atlas Transindo Raya,Komala Dewi,Ujung Jampea,Saumlaki,Margie Segers,Armenia,,,,D,4,Polri,Kpl Ikan
Imigran Ilegal,,24/02/2019,05:45,117.2169072,-7.76543251,Laut Flores,SS Mayaguez,Croatia,Kpl Peti Kemas/Container,156,IMO 42899,KCH12223,92474,Sandar,PT. Sky Light Multitrada,Ishiguro,Gorontalo,Toyando,Raja Zarith Sofia,Jarvis I.,,,,E,4,TNI AL,Bulker/Kpl Pengangkut Barang Curah
Imigran Ilegal,,15/12/2015,13:05,109.28026,-5.33925,Laut Jawa,USS Ara (AK-136),Slovakia,Kpl Pengebor/Drillship,230,IMO 91392,LLJ5267,54563,Lego,PT. Mitra Berjaya Sukses Sejahtera,Yoon Shi-yoon,Kawio,Dumai,Keough,Sudan,,,,E,2,TNI AU,Kpl Selam
Imigran Ilegal,,14/04/2019,05:10,109.96666,-3.48624,Laut Jawa,USS Ascella (AK-137),Kazakhstan,Kpl Kayu,164,IMO 78694,LXU1149,55261,Lego,PT. Garuda Tama Indonesia,FitzGerald,Kwandang,Asiki,Balmont,Turkey,,,,D,6,TNI AU,Tongkang
Imigran Ilegal,,09/04/2018,03:20,111.32261,-5.21767,Laut Jawa,MV Vikartindur,Cuba,Kpl Pengebor/Drillship,185,IMO 87843,AYF22619,66255,Layar,PT. Indah Yatama,Niki,Bonerate,Sei Kolak Kijang,Leon Britton,Laos,,,,F,3,Bakamla,Kpl Pengebor/Drillship
Imigran Ilegal,,06/12/2015,19:40,132.842324,1.59357086,Laut Halmahera,"Maharshi Krishnatreya, LPG Tanker",Philippines,Bulker/Kpl Pengangkut Barang Curah,245,IMO 37365,RUM101517,74322,Layar,PT. Hero Super Market ,Rako,Wuring,Biringkasi,Gionino,American Samoa,,,,A,5,TNI AL,Penumpang
Imigran Ilegal,,11/10/2017,12:40,138.5509359,0.63927747,Laut Halmahera,MV Harpa,Mauritius,Speed Boat,237,IMO 33852,TPR241424,61865,Sandar,PT. Pesan Delivery Indonesia,Peter Cullen,Palue,Damar,Negramaro,Grenada,,,,F,5,TNI AD,Kpl Militer
Imigran Ilegal,,25/08/2017,01:50,120.6699066,4.3970226,Laut Sulawesi,"Umm Slal, LNG Tanker",Togo,Kpl Selam,153,IMO 75319,SIS26151,55919,Sandar,PT. Ensti Expres,kos,Bagan siapi-api,Kawaluso,Tommy Smith,Canada,,,,B,5,TNI AU,Kpl Peti Kemas/Container
Imigran Ilegal,,11/08/2018,10:25,138.7707803,1.87754213,Laut Halmahera,Savannah Express,Oman,Kpl Derek/Crane,165,IMO 22657,OEE131322,21216,Layar,PT. Uni Logistik Indonesia,Eduard Movsesyan,Sikeli,Lerokis,Nabhalai,Macedonia,,,,C,3,TNI AL,Survey/Kpl Survei
Imigran Ilegal,,26/05/2015,16:05,117.9534711,-7.74388384,Laut Flores,"Houston Express, container ship for Hapag-Lloyd line",Central African Republic,Kpl Kayu,183,IMO 23164,BQR4615,12339,Lego,PT. Makis Indonesia Utama,Yarmolenko,Segun,Cilacap,Hosseini Nassab,Spain,,,,F,6,TNI AD,Kpl Pengebor/Drillship
Imigran Ilegal,,16/05/2019,19:50,126.9329844,-4.96735816,Laut Banda,Hudson Cavalier,Fiji,Penumpang,180,IMO 62614,DGP26137,41395,Lego,PT. Bintang Buana Kargotama,Chan,Glimandangin,Banemo,Ryazanov,French Southern & Antarctic Lands,,,,B,4,TNI AL,Kpl Pengebor/Drillship
Imigran Ilegal,,21/08/2014,17:45,110.09614,-4.53061,Laut Jawa,USS Arkab (AK-130),Spain,Kpl Layar,185,IMO 75276,TID2216,84938,Lego,PT. Nursal Kurnia Abadi,Koshimizu,Balikpapan,Sampit,Michel Morganella,South Africa,,,,B,6,TNI,Kpl Peti Kemas/Container
Imigran Ilegal,,24/08/2019,00:20,128.4664607,-4.95446763,Laut Banda,MV Alexia,Falkland Is.,Survey/Kpl Survei,170,IMO 85197,WUS241419,66723,Lego,PT. Lintas Expressindo Nusantara,Adel Nefzi,Sungai Nyamuk/Sebatik,Damar,Robert Carhart,Cameroon,,,,F,5,TNI AL,Penumpang
Imigran Ilegal,,11/02/2017,02:30,125.4631751,-5.00227671,Laut Banda,"Emma Mærsk, container ship for Maersk Line",Cyprus,Kpl Penyelamat/Lifeboat,225,IMO 95361,YTZ122614,22679,Layar,PT. Win Semesta Ekspress,Thantawi,Ujung Jampea,Wani,Hussain Muhammad,American Samoa,,,,A,3,TNI AU,Kpl Layar
Imigran Ilegal,,04/09/2018,21:20,117.4956854,-7.53524566,Laut Flores,SS Runic,Paraguay,Kpl Militer,148,IMO 72265,CQL5209,79332,Sandar,PT. Jalan Baru Jalan,Sumarni,Sangkulirang,Juwana,Oh In,Bhutan,,,,D,5,Polri,Tug Boat/Kpl Tunda
Imigran Ilegal,,23/05/2015,10:50,118.4258569,-6.78146545,Laut Flores,Quinquereme,Colombia,Bulker/Kpl Pengangkut Barang Curah,126,IMO 44788,GCH222025,75376,Lego,PT. Rajawali Dirgantara Indonesia Express,Evi Firmansyah,Patani,Polewali,Praptosuhardjo,Finland,,,,A,6,TNI AL,Kpl Layar
Imigran Ilegal,,09/05/2019,21:45,125.3372683,-6.49905589,Laut Banda,MV eut Strait (T-AK-W9519),Austria,Kpl Ikan,173,IMO 73647,JDH221712,31649,Sandar,PT. Nusantara Ekspress,Fassi,Waren,Giliketapang,Bernadette,Moldova,,,,A,1,TNI,Kpl Ro-Ro
Imigran Ilegal,,27/05/2018,06:00,109.13518,-3.66314,Laut Jawa,MT Haven,Mayotte,Tug Boat/Kpl Tunda,132,IMO 39519,ULV7136,76158,Sandar,PT. Ensti Expres,Frank Lampard,Dama,Teluk Malala,Herman Darnel,Guinea-Bissau,,,,C,4,TNI,Kpl Pesiar
Imigran Ilegal,,03/01/2014,22:30,135.9329905,1.88083113,Laut Halmahera,MV Avenue Star,Uruguay,Survey/Kpl Survei,246,IMO 31929,YSL111420,92993,Sandar,PT. Gema Lintas Semesta,Shimizu,Poso,Dawi-dawi,Yajima,Cyprus,,,,E,4,Polri,Tongkang
Imigran Ilegal,,10/01/2014,02:55,124.1252372,4.10201537,Laut Sulawesi,SS Galeic,Finland,Kargo/Barang,167,IMO 84546,SGT16522,38442,Sandar,PT. Pesan Delivery Indonesia,Caid el Sebsi,Pangkal Balam,Sibadeh,Tolmachevy,Trinidad & Tobago,,,,F,6,TNI,Tongkang
Imigran Ilegal,,23/05/2017,19:40,134.6775209,0.39877677,Laut Halmahera,MV Sirius Star,Singapore,Kpl Peti Kemas/Container,163,IMO 76796,HWW221,45856,Lego,PT. Nafiri Fajar Kemilau,Soekanto,Saparua/Haria,Bula,Syamsul Bachri Chaeruddin,Sierra Leone,,,,D,1,Polri,Penumpang
Imigran Ilegal,,08/12/2018,01:15,134.2671173,1.79793212,Laut Halmahera,MV Empire MacKay,Eritrea,Kpl Peti Kemas/Container,153,IMO 89762,BOD2655,87564,Lego,PT. Fama Persada,Philp,Teluk Malala,Waisai,Pauleta,Costa Rica,,,,F,6,TNI AD,Supply Ship
Imigran Ilegal,,20/02/2019,09:15,123.9328382,3.81781777,Laut Sulawesi,MSC Napoli,Uzbekistan,Supply Ship,162,IMO 88594,ZZQ21310,81833,Lego,PT. Bahtera Dunia Pratama,Zuhairi,Bengkalis,Boom Baru/Palembang,Muhammad Charly,Syria,,,,B,6,Bakamla,Kpl Ro-Ro
Imigran Ilegal,,08/05/2016,19:40,122.9075035,2.54637822,Laut Sulawesi,MV Ranga,Samoa,Survey/Kpl Survei,146,IMO 95834,YWX72512,34125,Sandar,PT. Rajawali Dirgantara Indonesia Express,Lynn Redgrave,Loseng,Lerokis,Lutfi,Switzerland,,,,C,6,TNI AU,Kpl Kayu
Imigran Ilegal,,19/01/2017,07:40,118.6082162,-6.92438748,Laut Flores,USS Arkab (AK-130),Jarvis I.,Kpl Pemerintah,198,IMO 71212,HSY21137,95144,Lego,PT. Lintas Nusa Ekspress,Merezhko,Bagan siapi-api,Selayar/Benteng/Rauf Rahman,Masoed,Ghana,,,,E,5,TNI AD,Penumpang
Imigran Ilegal,,28/01/2017,22:05,136.8861067,0.87128067,Laut Halmahera,SS Arthur M. Anderson,St. Lucia,Kpl Militer,207,IMO 21977,HYY15241,63127,Layar,PT. Primajaya Abadi Logistik,Engovatov,Galesong,Pulau Seluan,Sergio Claudio dos Santos,Portugal,,,,F,3,Polri,Survey/Kpl Survei
Imigran Ilegal,,01/10/2017,08:50,110.2623,-3.50188,Laut Jawa,USS Aludra (AK-72),Chile,Supply Ship,205,IMO 49386,EGT251122,37536,Layar,Perusahaan Umum (Perum) Damri,Nassim Nicholas,Waigama,Sungai Lumpur,Vong,Zimbabwe,,,,C,5,Polri,Survey/Kpl Survei
Imigran Ilegal,,04/05/2017,06:10,107.37873,-5.20387,Laut Jawa,Histria Azure,Gaza Strip,Tanker,239,IMO 48318,KUX11018,62414,Lego,PD. Talindo,Jojima,Tanjung Wangi,Pattirobajo,Baup,New Caledonia,,,,E,4,TNI,Kpl Pengeruk/Dredger
Imigran Ilegal,,06/11/2016,17:50,133.2128289,0.09323593,Laut Halmahera,Olga Mærsk (1948),Bangladesh,Tongkang,225,IMO 88784,NDS19818,49257,Lego,Kharisma Abadi,Jomo,Serwaru,Brebes,Madsen,Guyana,,,,A,5,KKP,Kpl Pengebor/Drillship
Imigran Ilegal,,14/05/2015,08:35,122.4852986,1.92528528,Laut Sulawesi,"TSS Camito, banana boat of Fyffes Line.",Uganda,Supply Ship,234,IMO 39364,GPK25219,24432,Layar,CV. Geulis Indah,Aleksei Anatolyevich,Jayapura,Brondong,M. Ali,India,,,,B,6,TNI AD,Survey/Kpl Survei
Imigran Ilegal,,18/06/2015,19:20,118.9839694,-7.76641546,Laut Flores,MV Monchegorsk,Malaysia,Survey/Kpl Survei,216,IMO 48866,OFG201310,34439,Layar,PT. Dino Logistics Perkasa,Alexander Mikhailovich Prokhorov,Moor,Bantaeng,Che Mat,Cambodia,,,,A,4,TNI AL,Tanker
Imigran Ilegal,,25/01/2018,16:55,124.8105981,-4.77490524,Laut Banda,MV Amastra,Togo,Kargo/Barang,219,IMO 68485,SDS2565,74874,Sandar,PD. Guma Karya,Jayanti,Toli-toli,Labuhan Uki,Madjer,Madagascar,,,,B,3,TNI,Tanker
Imigran Ilegal,,31/05/2017,17:50,121.2089112,2.98515941,Laut Sulawesi,MV Southern Lily,North Korea,Tanker,100,IMO 11232,JID1072,65387,Layar,PT. Sinar Usaha Cemerlang,Serge Gainsbourg,Tanjung Selor Kayu / Kayan I,Ende,Lunev,Jamaica,,,,F,5,Bakamla,Kpl Ikan
Imigran Ilegal,,05/04/2015,11:00,128.733976,-5.4715149,Laut Banda,SS Runic,Monaco,Kpl Pemadam Kebakaran/Fireboat,180,IMO 65173,HVA131424,87751,Sandar,PT. Indah Yatama,Raffaele Palladino,Hatu Piru,Biaro,Wiel Curver,Jordan,,,,E,3,TNI AD,Kpl Pengebor/Drillship
Imigran Ilegal,,10/12/2019,19:40,126.103064,-5.26913755,Laut Banda,NYK Vega,North Korea,Kpl Kayu,237,IMO 99727,RTZ172518,78397,Sandar,PT. Bee Bersama Kargo,Rick Santorum,Gorom,Cilacap,Luca Antonini,Reunion,,,,B,3,Bea Cukai,Kpl Pemadam Kebakaran/Fireboat
Imigran Ilegal,,09/05/2017,15:15,110.54614,-5.10335,Laut Jawa,USS Alkes (AK-110),Aruba,Kpl Pemerintah,236,IMO 43285,QEV22526,23229,Lego,Mega Resources Textil Agency,Abdurrahman,Carik,Panarukan,Zdenk Pospch,Slovakia,,,,D,6,TNI,Kpl Pemadam Kebakaran/Fireboat
Imigran Ilegal,,24/09/2017,18:10,132.0004092,0.98250333,Laut Halmahera,Shuttle tanker,Venezuela,Kpl Pesiar,140,IMO 82328,JYQ192125,64477,Layar,PT. Sky Light Multitrada,Aji Muhammad Salehuddin,Kesui,Gita Payahe,Fedotov,Iraq,,,,C,1,TNI AU,Kpl Ikan
Imigran Ilegal,,21/09/2015,23:10,118.301098,-7.93905513,Laut Flores,Altmark,Guadeloupe,Kpl Selam,159,IMO 59967,NYE11626,93449,Layar,PT. Cipta Dirgantara Pukadara,Ju Fagan,Damar,Boom Baru/Palembang,Sertab,Sudan,,,,B,3,TNI AU,Kpl Militer
Imigran Ilegal,,13/09/2016,13:00,108.99209,-5.34688,Laut Jawa,"Onaiza, LNG Tanker",Solomon Is.,Kpl Penyelamat/Lifeboat,237,IMO 63955,ZCA4517,46117,Layar,PT. Bintang Sembilan Media Televisi,Joey Pearson,Menanga,Maligano,Matthias Koch,Philippines,,,,E,3,Polri,Kpl Selam
Imigran Ilegal,,05/11/2014,18:45,129.3776893,-4.17489728,Laut Banda,MSC Nuria,Cocos Is.,Speed Boat,127,IMO 65657,XBZ232116,27475,Sandar,PT. Ahner Adhi Perkara,Marie Mitterrand,Maligano,Lawele,Hadiwidjaja,Netherlands,,,,B,6,TNI AU,Kpl Ro-Ro
Imigran Ilegal,,24/05/2015,08:30,136.3661418,1.38197764,Laut Halmahera,SS Atlantic Conveyor,St. Vincent & the Grenadines,Survey/Kpl Survei,173,IMO 11453,FPU1331,77279,Layar,PT. Trimudilah Inti Mandiri,Ruud Vormer,Kangean,Ujung Jampea,Mangku,Dominican Republic,,,,A,3,KKP,Kpl Pengebor/Drillship
Imigran Ilegal,,30/04/2014,21:20,135.6685874,1.88043848,Laut Halmahera,Osaka Express,Gaza Strip,Kpl Derek/Crane,186,IMO 45634,MRA152313,24235,Lego,CV. Graha Multi Sarana,Revalina,Banemo,Teluk Melano/Teluk Batang,Romboli,Martinique,,,,A,6,TNI,Bulker/Kpl Pengangkut Barang Curah
Imigran Ilegal,,31/03/2017,15:40,132.5734556,0.76634281,Laut Halmahera,"Gudrun Mærsk, container ship for Maersk Line",Nicaragua,Kpl Ro-Ro,193,IMO 44277,KCN7920,47298,Layar,PT. Pesan Delivery Indonesia,Siwon,Kendal,Pigaraja,Karsito,Senegal,,,,C,6,Bea Cukai,Speed Boat
